Year,POP,POPR,EXLIFE,GRMOR,BIRTHR,CHMOR,CALOR,PROT,HSEXFL,GNPXC,ENROL,EDUCR,EAPOPR,TLF,RLFD(1),RLFD(2),RLFD(3),RLFD(4),RLFD(5),CAPT,CAPD(1),CAPD(2),CAPD(3),CAPD(4),CAPD(5),0-5,6-17,11-70,AL,EXCAL,FERT,REND,FALU,URBANR,TURBH,SEPOPR,HOUSER,PERXFL,GNP,GNPD(1),GNPD(2),GNPD(3),GNPD(4),GNPD(5)
1970,1038000000.0,0.6823,70.44,10.56,16.66,40.15,2935.0,97.13,0.863,2005.0,96.56,19.65,54.44,460200000.0,20.97,0.02454,1.473,60.35,17.18,5090000000000.0,0.06,0.28,0.03,0.44,0.19,10.69,20.35,81.47,642000.0,0.0,50570.0,0.0,0.4126,65.28,46.88,17.09,24.46,3.528,2081000000000.0,0.1149,0.08663,0.0252,0.5761,0.1971
1971,1044000000.0,0.6327,70.42,10.51,16.12,39.68,2953.0,97.73,0.8852,2071.0,97.8,19.98,54.16,463400000.0,20.29,0.02476,1.485,60.88,17.33,5309000000000.0,0.06,0.28,0.03,0.44,0.19,10.39,20.43,81.93,642000.0,0.0,50570.0,0.0,0.4126,65.9,43.76,17.24,25.53,3.467,2162000000000.0,0.112,0.0876,0.02481,0.5777,0.1979
1972,1050000000.0,0.5731,70.52,10.55,15.95,39.77,2970.0,98.3,0.9106,2139.0,98.0,20.32,53.88,466300000.0,19.6,0.02497,1.498,61.4,17.48,5538000000000.0,0.06,0.28,0.03,0.44,0.19,10.09,20.5,82.42,642000.0,0.0,50570.0,0.0,0.4126,66.51,39.9,17.39,26.67,3.414,2246000000000.0,0.109,0.08859,0.02443,0.5793,0.1986
1973,1056000000.0,0.556,70.59,10.52,15.81,39.39,2984.0,98.78,0.9494,2209.0,98.0,20.65,53.6,469100000.0,18.92,0.02518,1.511,61.92,17.63,5776000000000.0,0.06,0.28,0.03,0.44,0.19,9.834,20.55,82.88,642000.0,0.0,50570.0,0.0,0.4126,67.13,38.93,17.54,27.87,3.407,2333000000000.0,0.1061,0.0896,0.02404,0.5809,0.1994
1974,1062000000.0,0.5409,70.66,10.5,15.68,39.11,2997.0,99.19,0.9899,2282.0,98.0,20.99,53.34,471700000.0,18.24,0.02539,1.524,62.44,17.77,6024000000000.0,0.06,0.28,0.03,0.44,0.19,9.607,20.59,83.3,642000.0,0.0,50570.0,0.0,0.4126,67.74,38.08,17.69,29.11,3.4,2423000000000.0,0.1031,0.09064,0.02365,0.5825,0.2001
1975,1067000000.0,0.5272,70.73,10.47,15.56,38.85,3007.0,99.52,1.032,2357.0,98.0,21.33,53.1,474300000.0,17.55,0.0256,1.536,62.96,17.92,6282000000000.0,0.06,0.28,0.03,0.44,0.19,9.411,20.63,83.69,642000.0,0.0,50570.0,0.0,0.4126,68.36,37.32,17.84,30.42,3.394,2516000000000.0,0.1002,0.09168,0.02327,0.5841,0.2008
1976,1073000000.0,0.5175,70.8,10.42,15.45,38.59,3014.0,99.77,1.078,2434.0,98.0,21.68,52.9,476900000.0,16.87,0.02582,1.549,63.48,18.07,6551000000000.0,0.06,0.28,0.03,0.44,0.19,9.248,20.68,84.03,642000.0,0.0,50570.0,0.0,0.4126,68.97,36.82,17.99,31.78,3.391,2612000000000.0,0.09725,0.09274,0.02289,0.5856,0.2015
1977,1078000000.0,0.5104,70.86,10.36,15.36,38.34,3019.0,99.92,1.125,2515.0,98.0,22.02,52.71,479400000.0,16.19,0.02603,1.562,64.0,18.22,6831000000000.0,0.06,0.28,0.03,0.44,0.19,9.122,20.73,84.34,642000.0,0.0,50570.0,0.0,0.4126,69.58,36.51,18.14,33.21,3.388,2712000000000.0,0.09429,0.09381,0.02252,0.5872,0.2022
1978,1084000000.0,0.5057,70.92,10.3,15.28,38.09,3020.0,99.96,1.174,2597.0,98.0,22.38,52.55,481900000.0,15.51,0.02624,1.574,64.53,18.37,7122000000000.0,0.06,0.28,0.03,0.44,0.19,9.038,20.78,84.61,642000.0,0.0,50570.0,0.0,0.4126,70.2,36.35,18.29,34.69,3.385,2815000000000.0,0.09133,0.0949,0.02215,0.5887,0.2029
1979,1089000000.0,0.5001,70.98,10.25,15.21,37.86,3018.0,99.9,1.226,2682.0,98.0,22.73,52.42,484400000.0,14.82,0.02645,1.587,65.05,18.52,7425000000000.0,0.06,0.28,0.03,0.44,0.19,8.963,20.29,84.84,642000.0,0.0,50570.0,0.0,0.4126,70.81,36.13,18.44,36.25,3.382,2922000000000.0,0.08837,0.09599,0.02179,0.5903,0.2036
1980,1095000000.0,0.4999,71.04,10.22,15.17,37.63,3012.0,99.7,1.279,2770.0,98.0,23.09,52.31,486900000.0,14.14,0.02666,1.6,65.57,18.67,7740000000000.0,0.06,0.28,0.03,0.44,0.19,8.899,19.81,85.03,642000.0,0.0,50570.0,0.0,0.4126,71.43,36.3,18.59,37.87,3.378,3032000000000.0,0.0854,0.0971,0.02143,0.5918,0.2043
1981,1100000000.0,0.4963,71.09,10.24,15.14,37.42,3002.0,99.37,1.333,2861.0,98.0,23.46,52.22,489400000.0,13.46,0.02688,1.613,66.09,18.81,8068000000000.0,0.06,0.28,0.03,0.44,0.19,8.85,19.35,85.18,642000.0,0.0,50570.0,0.0,0.4126,72.04,36.22,18.74,39.56,3.37,3147000000000.0,0.08242,0.09822,0.02108,0.5933,0.205
1982,1106000000.0,0.495,71.15,10.27,15.13,37.21,2988.0,98.89,1.389,2954.0,98.0,23.82,52.17,491900000.0,12.78,0.02709,1.625,66.61,18.96,8409000000000.0,0.06,0.28,0.03,0.44,0.19,8.817,18.93,85.27,642000.0,0.0,50570.0,0.0,0.4126,72.66,36.3,18.89,41.32,3.361,3266000000000.0,0.07943,0.09935,0.02073,0.5948,0.2057
1983,1111000000.0,0.4932,71.19,10.33,15.14,37.02,2968.0,98.24,1.447,3051.0,98.0,24.2,52.14,494300000.0,12.1,0.0273,1.638,67.13,19.11,8764000000000.0,0.06,0.28,0.03,0.44,0.19,8.8,18.53,85.34,642000.0,0.0,50570.0,0.0,0.4126,73.27,36.35,19.04,43.15,3.352,3389000000000.0,0.07642,0.1005,0.02039,0.5963,0.2064
1984,1116000000.0,0.4878,71.24,10.39,15.17,36.84,2943.0,97.43,1.506,3150.0,98.0,24.57,52.11,496800000.0,11.41,0.02751,1.651,67.65,19.26,9133000000000.0,0.06,0.28,0.03,0.44,0.19,8.794,18.19,85.4,642000.0,0.0,50570.0,0.0,0.4126,73.89,36.13,19.19,45.07,3.342,3517000000000.0,0.07339,0.1016,0.02006,0.5979,0.207
1985,1122000000.0,0.4822,71.28,10.47,15.23,36.67,2913.0,96.41,1.568,3252.0,98.0,24.95,52.1,499300000.0,10.73,0.02772,1.663,68.17,19.41,9517000000000.0,0.06,0.28,0.03,0.44,0.19,8.8,17.88,85.44,642000.0,0.0,50570.0,0.0,0.4126,74.5,35.89,19.34,47.07,3.332,3649000000000.0,0.07034,0.1028,0.01973,0.5994,0.2077
1986,1127000000.0,0.4793,71.32,10.54,15.31,36.51,2876.0,95.18,1.634,3358.0,98.0,25.34,52.09,501800000.0,10.05,0.02794,1.676,68.69,19.56,9916000000000.0,0.06,0.28,0.03,0.44,0.19,8.813,17.62,85.46,642000.0,0.0,50570.0,0.0,0.4126,75.11,35.84,19.49,49.16,3.323,3785000000000.0,0.06726,0.104,0.0194,0.6009,0.2084
1987,1133000000.0,0.4785,71.35,10.6,15.41,36.36,2831.0,93.71,1.702,3467.0,98.0,25.73,52.1,504200000.0,9.367,0.02815,1.689,69.22,19.7,10330000000000.0,0.06,0.28,0.03,0.44,0.19,8.834,17.39,85.46,642000.0,0.0,50570.0,0.0,0.4126,75.73,35.96,19.64,51.34,3.314,3926000000000.0,0.06415,0.1052,0.01908,0.6024,0.2091
1988,1138000000.0,0.4802,71.38,10.67,15.54,36.23,2779.0,91.98,1.773,3579.0,98.0,26.12,52.11,506700000.0,8.686,0.02836,1.702,69.74,19.85,10760000000000.0,0.06,0.28,0.03,0.44,0.19,8.859,17.21,85.44,642000.0,0.0,50570.0,0.0,0.4126,76.34,36.26,19.79,53.6,3.307,4072000000000.0,0.06099,0.1064,0.01877,0.604,0.2098
1989,1143000000.0,0.4828,71.41,10.73,15.68,36.12,2718.0,89.95,1.847,3694.0,98.0,26.52,52.14,509200000.0,8.004,0.02857,1.714,70.26,20.0,11210000000000.0,0.06,0.28,0.03,0.44,0.19,8.889,17.08,85.41,642000.0,0.0,50570.0,0.0,0.4126,76.96,36.63,19.94,55.97,3.3,4224000000000.0,0.05779,0.1076,0.01846,0.6056,0.2106
1990,1149000000.0,0.4888,71.44,10.78,15.85,36.02,2646.0,87.59,1.925,3812.0,98.0,26.92,52.17,511700000.0,7.323,0.02878,1.727,70.78,20.15,11680000000000.0,0.06,0.28,0.03,0.44,0.19,8.927,16.99,85.37,642000.0,0.0,50570.0,0.0,0.4126,77.57,37.26,20.09,58.42,3.294,4380000000000.0,0.05453,0.1089,0.01816,0.6071,0.2113
1991,1155000000.0,0.4986,71.46,10.8,16.03,35.93,2563.0,84.85,2.007,3933.0,98.0,27.33,52.2,514300000.0,6.641,0.02899,1.74,71.3,20.3,12160000000000.0,0.06,0.28,0.03,0.44,0.19,8.974,16.93,85.31,642000.0,0.0,50570.0,0.0,0.4126,78.19,38.2,20.24,60.98,3.291,4542000000000.0,0.05119,0.1101,0.01787,0.6088,0.212
1992,1161000000.0,0.5119,71.47,10.82,16.22,35.85,2468.0,81.69,2.092,4057.0,98.0,27.73,52.24,516900000.0,5.96,0.02921,1.752,71.82,20.44,12660000000000.0,0.06,0.28,0.03,0.44,0.19,9.032,16.88,85.24,642000.0,0.0,50570.0,0.0,0.4126,78.8,39.41,20.39,63.63,3.288,4709000000000.0,0.04778,0.1114,0.01758,0.6104,0.2128
1993,1167000000.0,0.5274,71.49,10.84,16.43,35.79,2358.0,78.03,2.182,4184.0,98.0,28.15,52.29,519600000.0,5.278,0.02942,1.765,72.34,20.59,13190000000000.0,0.06,0.28,0.03,0.44,0.19,9.099,16.84,85.16,642000.0,0.0,50570.0,0.0,0.4126,79.42,40.81,20.54,66.39,3.287,4882000000000.0,0.04426,0.1127,0.0173,0.6122,0.2136
1994,1173000000.0,0.5443,71.5,10.85,16.63,35.74,2230.0,73.81,2.275,4314.0,98.0,28.56,52.34,522400000.0,4.597,0.02963,1.778,72.86,20.74,13730000000000.0,0.06,0.28,0.03,0.44,0.19,9.175,16.83,85.07,642000.0,0.0,50570.0,0.0,0.4126,80.03,42.34,20.69,69.25,3.285,5061000000000.0,0.0406,0.114,0.01702,0.6139,0.2144
1995,1180000000.0,0.5622,71.51,10.87,16.84,35.7,2082.0,68.92,2.371,4446.0,98.0,28.98,52.4,525300000.0,3.916,0.02984,1.79,73.38,20.89,14300000000000.0,0.06,0.28,0.03,0.44,0.19,9.261,16.83,84.97,642000.0,0.0,50570.0,0.0,0.4126,80.64,43.97,20.84,72.21,3.283,5246000000000.0,0.03678,0.1154,0.01676,0.6158,0.2153
1996,1187000000.0,0.5769,71.51,10.91,17.02,35.66,1910.0,63.22,2.469,4581.0,98.0,29.4,52.47,528300000.0,3.235,0.03005,1.803,73.9,21.04,14890000000000.0,0.06,0.28,0.03,0.44,0.19,9.354,16.84,84.85,642000.0,0.0,50570.0,0.0,0.4126,81.26,45.38,20.99,75.29,3.28,5436000000000.0,0.03274,0.1167,0.0165,0.6178,0.2162
1997,1194000000.0,0.5905,71.52,10.95,17.18,35.63,1706.0,56.47,2.571,4719.0,98.0,29.83,52.55,531400000.0,2.554,0.03026,1.816,74.42,21.18,15500000000000.0,0.06,0.28,0.03,0.44,0.19,9.453,16.88,84.72,642000.0,0.0,50570.0,0.0,0.4126,81.87,46.71,21.14,78.49,3.275,5632000000000.0,0.0284,0.1182,0.01626,0.62,0.2171
1998,1201000000.0,0.6019,71.53,11.0,17.31,35.6,1460.0,48.33,2.676,4857.0,98.0,30.27,52.64,534600000.0,1.873,0.03048,1.829,74.94,21.33,16140000000000.0,0.06,0.28,0.03,0.44,0.19,9.552,16.93,84.58,642000.0,0.0,50570.0,0.0,0.4126,82.49,47.9,21.29,81.82,3.27,5833000000000.0,0.02361,0.1197,0.01602,0.6225,0.2182
1999,1208000000.0,0.6109,71.55,11.04,17.38,35.55,1151.0,38.1,2.784,4996.0,98.0,30.71,52.73,537900000.0,1.192,0.03069,1.841,75.46,21.48,16800000000000.0,0.06,0.28,0.03,0.44,0.19,9.647,17.0,84.44,642000.0,0.0,50570.0,0.0,0.4126,83.1,48.91,21.44,85.27,3.265,6036000000000.0,0.01809,0.1212,0.0158,0.6254,0.2195
2000,1216000000.0,0.6163,71.57,11.07,12.8,35.5,3200.0,105.9,2.762,5128.0,98.0,31.7,52.82,541200000.0,0.5213,0.03037,1.88,75.51,22.06,17490000000000.0,0.06355,0.2661,0.03168,0.4373,0.2014,9.734,17.08,84.3,642000.0,300.5,84470.0,8.14,0.4126,83.72,49.63,21.71,84.75,3.259,6234000000000.0,0.01145,0.1174,0.0159,0.6258,0.2295
